 #(He-core: Althaus et al. 2013, CO-core: Camisassa et al. 2016, ONe-core: Camisassa et al. 2019)
  #Log(g) log(teff) mWD    tcool(gyr)  R(Rsun)   core   log(L)   TpreWD(gyr)  Mzams     Mbol      G3        Bp3      Rp3         u         g       r          i       z         g         r         i         z         y         U         B         V         R         I         J         H         K         FUV       NUV
  7.00   4.160   0.265     0.01179    0.027020   He    -1.544     0.00000   0.000    8.6009    9.7820    9.7280    9.8878   10.0428    9.6247    9.9379   10.1992   10.4488    9.6381    9.9393   10.2208   10.4241   10.5168    9.2151    9.7473    9.7578    9.8266    9.8954   10.0637   10.1305   10.1751    9.8601    9.9101
  7.00   4.140   0.264     0.02462    0.026990   He    -1.626     0.00000   0.000    8.8038    9.8670    9.8219    9.9567   10.1807    9.7211   10.0133   10.2646   10.5133    9.7294   10.0137   10.2910   10.4907   10.5782    9.3544    9.8547    9.8337    9.9003    9.9616   10.1157   10.1777   10.2201   10.0795   10.0846
  7.00   4.120   0.264     0.04169    0.026958   He    -1.706     0.00000   0.000    9.0062    9.9571    9.9182   10.0334   10.3393    9.8171   10.0974   10.3441   10.5811    9.8242   10.0997   10.3669   10.5597   10.6410    9.5074    9.9545    9.9230    9.9827   10.0373   10.1744   10.2322   10.2700   10.3367   10.2919
  7.00   4.100   0.263     0.06590    0.026927   He    -1.787     0.00000   0.000    9.2080   10.0513   10.0212   10.1113   10.4914    9.9250   10.1828   10.4187   10.6520    9.9265   10.1832   10.4430   10.6333   10.7099    9.6573   10.0731   10.0102   10.0656   10.1110   10.2308   10.2826   10.3179   10.5878   10.4791
  7.00   4.080   0.262     0.10037    0.026881   He    -1.869     0.00000   0.000    9.4113   10.1530   10.1353   10.1898   10.6430   10.0444   10.2748   10.4978   10.7247   10.0402   10.2760   10.5207   10.7049   10.7796    9.8086   10.2026   10.1097   10.1532   10.1860   10.2877   10.3340   10.3669   10.8680   10.6788
  7.00   4.060   0.261     0.14299    0.026815   He    -1.951     0.00000   0.000    9.6166   10.2514   10.2421   10.2712   10.8090   10.1520   10.3677   10.5818   10.7962   10.1487   10.3687   10.6030   10.7790   10.8464    9.9665   10.3114   10.2124   10.2455   10.2668   10.3511   10.3886   10.4169   11.2137   10.9170
  7.00   4.040   0.260     0.19284    0.026734   He    -2.033     0.00000   0.000    9.8234   10.3367   10.3391   10.3328   10.9150   10.2601   10.4427   10.6406   10.8501   10.2525   10.4437   10.6633   10.8326   10.8996   10.0711   10.4215   10.3012   10.3153   10.3232   10.3925   10.4241   10.4539   11.7850   11.1160
  7.00   4.020   0.258     0.25148    0.026633   He    -2.117     0.00000   0.000   10.0316   10.4392   10.4526   10.4057   11.0325   10.3851   10.5354   10.7153   10.9180   10.3738   10.5365   10.7382   10.8997   10.9668   10.1883   10.5504   10.4090   10.4030   10.3927   10.4443   10.4662   10.4943   12.5958   11.3340
  7.00   4.000   0.255     0.32048    0.026516   He    -2.200     0.00000   0.000   10.2410   10.5726   10.6016   10.5116   11.1906   10.5446   10.6606   10.8196   11.0106   10.5316   10.6616   10.8416   10.9926   11.0606   10.3446   10.7106   10.5526   10.5246   10.4896   10.5246   10.5226   10.5496   13.3526   11.5946
  7.00   3.980   0.253     0.39969    0.026402   He    -2.284     0.00000   0.000   10.4500   10.7328   10.7802   10.6334   11.3274   10.7404   10.8136   10.9428   11.1208   10.7248   10.8130   10.9638   11.1006   11.1760   10.4870   10.9110   10.7274   10.6688   10.6040   10.6112   10.5780   10.6032   14.3844   11.8566
  7.00   3.960   0.251     0.49890    0.026268   He    -2.368     0.00000   0.000   10.6604   10.9014   10.9641   10.7699   11.5106   10.9344   10.9743   11.0809   11.2432   10.9164   10.9748   11.1024   11.2242   11.2983   10.6712   11.1074   10.9081   10.8247   10.7353   10.7089   10.6484   10.6709   15.1649   12.1570
  7.00   3.940   0.248     0.62285    0.026129   He    -2.452     0.00000   0.000   10.8710   11.0751   11.1563   10.9110   11.7034   11.1393   11.1434   11.2252   11.3723   11.1180   11.1441   11.2449   11.3533   11.4254   10.8622   11.3128   11.0979   10.9876   10.8701   10.8127   10.7218   10.7395   15.8628   12.4717
  7.00   3.920   0.246     0.78175    0.025986   He    -2.537     0.00000   0.000   11.0817   11.2606   11.3599   11.0597   11.8823   11.3591   11.3210   11.3757   11.5048   11.3351   11.3223   11.3954   11.4871   11.5581   11.0447   11.5365   11.2969   11.1583   11.0118   10.9195   10.7962   10.8068   16.6342   12.7985
  7.00   3.900   0.243     0.99477    0.025842   He    -2.621     0.00000   0.000   11.2925   11.4402   11.5584   11.2075   12.0994   11.5698   11.4943   11.5263   11.6370   11.5437   11.4951   11.5455   11.6203   11.6856   11.2603   11.7525   11.4905   11.3257   11.1544   11.0255   10.8732   10.8791   17.3713   13.1475
  7.00   3.880   0.241     1.26768    0.025702   He    -2.705     0.00000   0.000   11.5030   11.6222   11.7634   11.3555   12.3118   11.7899   11.6706   11.6761   11.7699   11.7586   11.6712   11.6938   11.7566   11.8143   11.4741   11.9789   11.6864   11.4940   11.2962   11.1311   10.9513   10.9493   18.3350   13.5257
  7.00   3.860   0.239     1.48492    0.025586   He    -2.789     0.00000   0.000   11.7117   11.8035   11.9649   11.5039   12.5523   12.0052   11.8454   11.8259   11.9026   11.9701   11.8444   11.8439   11.8897   11.9395   11.7113   12.2014   11.8787   11.6632   11.4378   11.2361   11.0287   11.0185   19.2634   13.9224
  7.00   3.840   0.237     1.77572    0.025484   He    -2.873     0.00000   0.000   11.9225   11.9866   12.1722   11.6515   12.7980   12.2297   12.0203   11.9765   12.0342   12.1871   12.0207   11.9938   12.0239   12.0656   11.9570   12.4343   12.0762   11.8310   11.5805   11.3397   11.1068   11.0875   20.5428   14.3806
  7.00   3.820   0.235     2.09025    0.025387   He    -2.957     0.00000   0.000   12.1325   12.1711   12.3827   11.8023   13.0627   12.4568   12.2002   12.1301   12.1675   12.4082   12.1998   12.1449   12.1596   12.1920   12.2191   12.6723   12.2749   12.0034   11.7252   11.4447   11.1854   11.1569   21.8694   14.8981
  7.00   3.800   0.233     2.42455    0.025287   He    -3.041     0.00000   0.000   12.3423   12.3609   12.6002   11.9563   13.3479   12.6912   12.3839   12.2859   12.3037   12.6353   12.3821   12.3001   12.2987   12.3203   12.5019   12.9190   12.4806   12.1786   11.8715   11.5511   11.2674   11.2270   23.0601   15.4999
  7.00   3.780   0.231     2.75717    0.025182   He    -3.125     0.00000   0.000   12.5523   12.5548   12.8231   12.1131   13.6565   12.9333   12.5742   12.4469   12.4428   12.8711   12.5704   12.4600   12.4407   12.4506   12.8050   13.1732   12.6903   12.3591   12.0247   11.6733   11.3526   11.3026   24.0544   16.2498
  7.00   3.760   0.229     3.06224    0.025066   He    -3.209     0.00000   0.000   12.7630   12.7521   13.0536   12.2757   13.9968   13.1803   12.7672   12.6126   12.5890   13.1094   12.7642   12.6247   12.5880   12.5881   13.1389   13.4371   12.9059   12.5463   12.1808   11.7815   11.4418   11.3780   24.9624   17.2621
  7.00   3.740   0.226     3.32958    0.024925   He    -3.294     0.00000   0.000   12.9758   12.9672   13.3048   12.4535   14.3775   13.4512   12.9801   12.7936   12.7462   13.3730   12.9761   12.8076   12.7502   12.7380   13.5091   13.7266   13.1415   12.7480   12.3534   11.9055   11.5341   11.4602   25.8742   18.2784
  7.00   3.720   0.223     3.55660    0.024737   He    -3.381     0.00000   0.000   13.1925   13.1888   13.5612   12.6395   14.8411   13.7304   13.1978   12.9815   12.9114   13.6413   13.1938   12.9935   12.9184   12.8923   13.9549   14.0247   13.3820   12.9587   12.5305   12.0341   11.6361   11.5603   26.8363   19.6418
  7.00   3.700   0.219     3.73545    0.024468   He    -3.470     0.00000   0.000   13.4160   13.4160   13.8337   12.8260   15.4727   14.0256   13.4221   13.1738   13.0819   13.9223   13.4162   13.1858   13.0917   13.0543   14.5533   14.3529   13.6281   13.1708   12.7132   12.1725   11.7764   11.7232   27.8619   20.8430
  7.00   3.680   0.213     3.88809    0.024137   He    -3.562     0.00000   0.000   13.6445   13.6306   14.0945   12.9985   16.0068   14.3246   13.6339   13.3507   13.2322   14.2043   13.6281   13.3599   13.2468   13.1984   15.0667   14.6839   13.8721   13.3720   12.8785   12.2946   12.0231   12.1380   27.0658   22.4886
  7.00   3.660   0.208     4.01600    0.023820   He    -3.653     0.00000   0.000   13.8719   13.8480   14.3559   13.1800   16.5325   14.6186   13.8523   13.5355   13.3960   14.4867   13.8448   13.5455   13.4121   13.3537   15.5733   15.0105   14.1170   13.5799   13.0556   12.4634   12.3023   12.5556   37.2319   23.2988
  7.00   3.640   0.203     4.31683    0.023545   He    -3.742     0.00000   0.000   14.0960   14.0553   14.6017   13.3545   17.0408   14.9003   14.0609   13.7136   13.5538   14.7537   14.0529   13.7231   13.5723   13.5062   16.0633   15.3225   14.3480   13.7790   13.2247   12.6201   12.6560   13.0306   40.9834   24.0344
  7.00   3.620   0.199     4.68716    0.023341   He    -3.830     0.00000   0.000   14.3141   14.2456   14.8316   13.5162   17.5215   15.1643   14.2536   13.8798   13.7020   15.0051   14.2453   13.8882   13.7213   13.6516   16.5310   15.6182   14.5658   13.9631   13.3816   12.7907   13.0603   13.5240   42.3032   24.7791
  7.00   3.600   0.197     5.08568    0.023194   He    -3.915     0.00000   0.000   14.5272   14.4240   15.0463   13.6694   17.9770   15.4148   14.4354   14.0354   13.8413   15.2425   14.4263   14.0433   13.8609   13.7921   16.9719   15.8973   14.7691   14.1360   13.5293   12.9906   13.5103   14.0209   43.5853   25.5304
  7.00   3.580   0.195     5.50380    0.023082   He    -3.999     0.00000   0.000   14.7373   14.5674   15.2112   13.7978   18.3755   15.6135   14.5731   14.1638   13.9690   15.4282   14.5625   14.1710   13.9843   13.9362   17.3604   16.1289   14.9233   14.2693   13.6570   13.2817   14.0924   14.6273   44.9428   26.2458
